Sample,Mut_type,Mut_num,Cover_num,Mut_ratio,Pass_num,Count
33A-EMX1-PD_rep1,GA,5,6,0.1,4,6
33A-EMX1-PD_rep1,CT,5,6,0.1,5,0
33A-EMX1-PD_rep1,GA,5,6,0.1,5,2
33A-EMX1-PD_rep1,CT,5,7,0.1,0,5858
33A-EMX1-PD_rep1,GA,5,7,0.1,0,5674
33A-EMX1-PD_rep1,CT,5,7,0.1,1,5858
33A-EMX1-PD_rep1,GA,5,7,0.1,1,5674
33A-EMX1-PD_rep1,CT,5,7,0.1,2,231
33A-EMX1-PD_rep1,GA,5,7,0.1,2,200
33A-EMX1-PD_rep1,CT,5,7,0.1,3,18
33A-EMX1-PD_rep1,GA,5,7,0.1,3,20
33A-EMX1-PD_rep1,CT,5,7,0.1,4,3
33A-EMX1-PD_rep1,GA,5,7,0.1,4,6
33A-EMX1-PD_rep1,CT,5,7,0.1,5,0
33A-EMX1-PD_rep1,GA,5,7,0.1,5,2
33A-EMX1-PD_rep1,CT,5,8,0.1,0,5264
33A-EMX1-PD_rep1,GA,5,8,0.1,0,5080
33A-EMX1-PD_rep1,CT,5,8,0.1,1,5264
33A-EMX1-PD_rep1,GA,5,8,0.1,1,5080
33A-EMX1-PD_rep1,CT,5,8,0.1,2,227
33A-EMX1-PD_rep1,GA,5,8,0.1,2,194
33A-EMX1-PD_rep1,CT,5,8,0.1,3,18
33A-EMX1-PD_rep1,GA,5,8,0.1,3,20
33A-EMX1-PD_rep1,CT,5,8,0.1,4,3
33A-EMX1-PD_rep1,GA,5,8,0.1,4,6
33A-EMX1-PD_rep1,CT,5,8,0.1,5,0
33A-EMX1-PD_rep1,GA,5,8,0.1,5,2
33A-EMX1-PD_rep1,CT,5,9,0.1,0,4701
33A-EMX1-PD_rep1,GA,5,9,0.1,0,4506
33A-EMX1-PD_rep1,CT,5,9,0.1,1,4701
33A-EMX1-PD_rep1,GA,5,9,0.1,1,4506
33A-EMX1-PD_rep1,CT,5,9,0.1,2,216
33A-EMX1-PD_rep1,GA,5,9,0.1,2,185
33A-EMX1-PD_rep1,CT,5,9,0.1,3,17
33A-EMX1-PD_rep1,GA,5,9,0.1,3,20
33A-EMX1-PD_rep1,CT,5,9,0.1,4,2
33A-EMX1-PD_rep1,GA,5,9,0.1,4,6
33A-EMX1-PD_rep1,CT,5,9,0.1,5,0
33A-EMX1-PD_rep1,GA,5,9,0.1,5,2
33A-EMX1-PD_rep1,CT,6,4,0.1,0,4737
33A-EMX1-PD_rep1,GA,6,4,0.1,0,4610
33A-EMX1-PD_rep1,CT,6,4,0.1,1,4737
33A-EMX1-PD_rep1,GA,6,4,0.1,1,4610
33A-EMX1-PD_rep1,CT,6,4,0.1,2,162
33A-EMX1-PD_rep1,GA,6,4,0.1,2,142
33A-EMX1-PD_rep1,CT,6,4,0.1,3,13
33A-EMX1-PD_rep1,GA,6,4,0.1,3,14
33A-EMX1-PD_rep1,CT,6,4,0.1,4,2
33A-EMX1-PD_rep1,GA,6,4,0.1,4,4
33A-EMX1-PD_rep1,CT,6,4,0.1,5,0
33A-EMX1-PD_rep1,GA,6,4,0.1,5,1
33A-EMX1-PD_rep1,CT,6,5,0.1,0,4737
33A-EMX1-PD_rep1,GA,6,5,0.1,0,4610
33A-EMX1-PD_rep1,CT,6,5,0.1,1,4737
33A-EMX1-PD_rep1,GA,6,5,0.1,1,4610
33A-EMX1-PD_rep1,CT,6,5,0.1,2,162
33A-EMX1-PD_rep1,GA,6,5,0.1,2,142
33A-EMX1-PD_rep1,CT,6,5,0.1,3,13
33A-EMX1-PD_rep1,GA,6,5,0.1,3,14
33A-EMX1-PD_rep1,CT,6,5,0.1,4,2
33A-EMX1-PD_rep1,GA,6,5,0.1,4,4
33A-EMX1-PD_rep1,CT,6,5,0.1,5,0
33A-EMX1-PD_rep1,GA,6,5,0.1,5,1
33A-EMX1-PD_rep1,CT,6,6,0.1,0,4737
33A-EMX1-PD_rep1,GA,6,6,0.1,0,4610
33A-EMX1-PD_rep1,CT,6,6,0.1,1,4737
33A-EMX1-PD_rep1,GA,6,6,0.1,1,4610
33A-EMX1-PD_rep1,CT,6,6,0.1,2,162
33A-EMX1-PD_rep1,GA,6,6,0.1,2,142
33A-EMX1-PD_rep1,CT,6,6,0.1,3,13
33A-EMX1-PD_rep1,GA,6,6,0.1,3,14
33A-EMX1-PD_rep1,CT,6,6,0.1,4,2
33A-EMX1-PD_rep1,GA,6,6,0.1,4,4
33A-EMX1-PD_rep1,CT,6,6,0.1,5,0
33A-EMX1-PD_rep1,GA,6,6,0.1,5,1
33A-EMX1-PD_rep1,CT,6,7,0.1,0,4262
33A-EMX1-PD_rep1,GA,6,7,0.1,0,4135
33A-EMX1-PD_rep1,CT,6,7,0.1,1,4262
33A-EMX1-PD_rep1,GA,6,7,0.1,1,4135
33A-EMX1-PD_rep1,CT,6,7,0.1,2,161
33A-EMX1-PD_rep1,GA,6,7,0.1,2,138
33A-EMX1-PD_rep1,CT,6,7,0.1,3,13
33A-EMX1-PD_rep1,GA,6,7,0.1,3,14
33A-EMX1-PD_rep1,CT,6,7,0.1,4,2
33A-EMX1-PD_rep1,GA,6,7,0.1,4,4
33A-EMX1-PD_rep1,CT,6,7,0.1,5,0
33A-EMX1-PD_rep1,GA,6,7,0.1,5,1
33A-EMX1-PD_rep1,CT,6,8,0.1,0,3822
33A-EMX1-PD_rep1,GA,6,8,0.1,0,3681
33A-EMX1-PD_rep1,CT,6,8,0.1,1,3822
33A-EMX1-PD_rep1,GA,6,8,0.1,1,3681
33A-EMX1-PD_rep1,CT,6,8,0.1,2,158
33A-EMX1-PD_rep1,GA,6,8,0.1,2,136
33A-EMX1-PD_rep1,CT,6,8,0.1,3,13
33A-EMX1-PD_rep1,GA,6,8,0.1,3,14
33A-EMX1-PD_rep1,CT,6,8,0.1,4,2
33A-EMX1-PD_rep1,GA,6,8,0.1,4,4
33A-EMX1-PD_rep1,CT,6,8,0.1,5,0
33A-EMX1-PD_rep1,GA,6,8,0.1,5,1
33A-EMX1-PD_rep1,CT,6,9,0.1,0,3409
33A-EMX1-PD_rep1,GA,6,9,0.1,0,3267
33A-EMX1-PD_rep1,CT,6,9,0.1,1,3409
33A-EMX1-PD_rep1,GA,6,9,0.1,1,3267
33A-EMX1-PD_rep1,CT,6,9,0.1,2,154
33A-EMX1-PD_rep1,GA,6,9,0.1,2,131
33A-EMX1-PD_rep1,CT,6,9,0.1,3,12
33A-EMX1-PD_rep1,GA,6,9,0.1,3,14
33A-EMX1-PD_rep1,CT,6,9,0.1,4,1
33A-EMX1-PD_rep1,GA,6,9,0.1,4,4
33A-EMX1-PD_rep1,CT,6,9,0.1,5,0
33A-EMX1-PD_rep1,GA,6,9,0.1,5,1
33A-EMX1-PD_rep1,CT,7,4,0.1,0,3441
33A-EMX1-PD_rep1,GA,7,4,0.1,0,3316
33A-EMX1-PD_rep1,CT,7,4,0.1,1,3441
33A-EMX1-PD_rep1,GA,7,4,0.1,1,3316
33A-EMX1-PD_rep1,CT,7,4,0.1,2,130
33A-EMX1-PD_rep1,GA,7,4,0.1,2,105
33A-EMX1-PD_rep1,CT,7,4,0.1,3,8
33A-EMX1-PD_rep1,GA,7,4,0.1,3,11
33A-EMX1-PD_rep1,CT,7,4,0.1,4,2
33A-EMX1-PD_rep1,GA,7,4,0.1,4,3
33A-EMX1-PD_rep1,CT,7,4,0.1,5,0
33A-EMX1-PD_rep1,GA,7,4,0.1,5,1
33A-EMX1-PD_rep1,CT,7,5,0.1,0,3441
33A-EMX1-PD_rep1,GA,7,5,0.1,0,3316
33A-EMX1-PD_rep1,CT,7,5,0.1,1,3441
33A-EMX1-PD_rep1,GA,7,5,0.1,1,3316
33A-EMX1-PD_rep1,CT,7,5,0.1,2,130
33A-EMX1-PD_rep1,GA,7,5,0.1,2,105
33A-EMX1-PD_rep1,CT,7,5,0.1,3,8
33A-EMX1-PD_rep1,GA,7,5,0.1,3,11
33A-EMX1-PD_rep1,CT,7,5,0.1,4,2
